Name,Genus,Species,Kingdom,Subphylum,Class,Order,Family,Attributes
Gursky's spectral tarsier,Tarsius,Tarsius spectrumgurskyae,Animalia,Vertebrata,Mammalia,Primates,Tarsiidae,"Terrestrial,starts with"
Cascade golden-mantled ground squirrel,Callospermophilus,Callospermophilus saturatus,Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,"Diurnal,Folivore,Herbivore,Mycophage,Zoochory,Fossorial,Terrestrial,Polygyny,Polygamy,Colonial,Solitary,Hibernating,Not a migrant,starts with"
Bastard big-footed mouse,Macrotarsomys,Macrotarsomys bastardi,Animalia,Vertebrata,Mammalia,Rodentia,Nesomyidae,"Terrestrial,starts with"
Large treeshrew,Tupaia,Tupaia tana,Animalia,Vertebrata,Mammalia,Scandentia,Tupaiidae,"Diurnal,Carnivore,Omnivore,Zoochory,Island endemic,Scansorial,Terrestrial,Territorial,Monogamy,Solitary,Not a migrant,starts with"
Unstriped ground squirrel,Xerus,Xerus rutilus,Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,"Diurnal,Frugivore,Granivore,Herbivore,Fossorial,Terrestrial,Solitary,Dominance hierarchy,Not a migrant,starts with"
Vanikoro flying fox,Pteropus,Pteropus tuberculatus,Animalia,Vertebrata,Mammalia,Chiroptera,Pteropodidae,"Terrestrial,Not a migrant,starts with"
Macleay's dorcopsis,Dorcopsulus,Dorcopsulus macleayi,Animalia,Vertebrata,Mammalia,Diprotodontia,Macropodidae,"Nocturnal,Folivore,Herbivore,Lignivore,Island endemic,Terrestrial,Polygynandry,Polygamy,Social,Not a migrant,starts with"
Northern giant mouse lemur,Mirza,Mirza zaza,Animalia,Vertebrata,Mammalia,Primates,Cheirogaleidae,"Terrestrial,starts with"
Checkered elephant shrew,Rhynchocyon,Rhynchocyon cirnei,Animalia,Vertebrata,Mammalia,Macroscelidea,Macroscelididae,"Diurnal,Carnivore,Insectivores,Cursorial,Terrestrial,Territorial,Monogamy,Social,Not a migrant,starts with"
Darwin's leaf-eared mouse,Phyllotis,Phyllotis darwini,Animalia,Vertebrata,Mammalia,Rodentia,Cricetidae,"Terrestrial,starts with"
Great Basin pocket mouse,Perognathus,Perognathus parvus,Animalia,Vertebrata,Mammalia,Rodentia,Heteromyidae,"Terrestrial,starts with"
Majorcan hare,Lagomorpha,Leporidae,Granada hare,Animalia,Chordata,Vertebrata,Mammalia,starts with
Borneo fruit bat,Aethalops,Aethalops aequalis,Animalia,Vertebrata,Mammalia,Chiroptera,Pteropodidae,"Nocturnal,Frugivore,Herbivore,Zoochory,Pollinator,Terrestrial,Social,starts with"
Golan Heights blind mole-rat,Spalax,Spalax golani,Animalia,Vertebrata,Mammalia,Rodentia,Spalacidae,starts with
Indochinese lutung,Trachypithecus,Trachypithecus germaini,Animalia,Vertebrata,Mammalia,Primates,Cercopithecidae,"Terrestrial,starts with"
Echigo mole,Mogera,Mogera etigo,Animalia,Vertebrata,Mammalia,Eulipotyphla,Talpidae,"Terrestrial,starts with"
Monk Saki,Pithecia,Pithecia monachus,Animalia,Vertebrata,Mammalia,Primates,Pitheciidae,"Diurnal,Herbivore,Frugivore,Arboreal,Browsing,Jumping,Scansorial,Terrestrial,Territorial,Monogamy,Social,Not a migrant,starts with"
Spix's night monkey,Aotus,Aotus vociferans,Animalia,Vertebrata,Mammalia,Primates,Aotidae,"Terrestrial,starts with"
Townsend's vole,Microtus,Microtus townsendii,Animalia,Vertebrata,Mammalia,Rodentia,Cricetidae,"Diurnal,Nocturnal,Folivore,Granivore,Herbivore,Lignivore,Cursorial,Torpor,Zoochory,Fossorial,Natatorial,Terrestrial,Territorial,Monogamy,Polygyny,Polygamy,Social,Not a migrant,starts with"
Vanuatu flying fox,Pteropus,Pteropus anetianus,Animalia,Vertebrata,Mammalia,Chiroptera,Pteropodidae,"Terrestrial,Congregatory,Social,starts with"
Fringed myotis,Myotis,Myotis thysanodes,Animalia,Vertebrata,Mammalia,Chiroptera,Vespertilionidae,"Terrestrial,starts with"
Marsh shrew,Sorex,Sorex bendirii,Animalia,Vertebrata,Mammalia,Eulipotyphla,Soricidae,"Terrestrial,starts with"
Forest-steppe marmot,Marmota,Marmota kastschenkoi,Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,starts with
Mountain ground squirrel,Xerus,Xerus princeps,Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,"Terrestrial,starts with"
Selangor silvered langur,Trachypithecus,Trachypithecus selangorensis,Animalia,Vertebrata,Mammalia,Primates,Cercopithecidae,starts with
Cameroon clawless otter,Aonyx,Aonyx congicus,Animalia,Vertebrata,Mammalia,Carnivora,Mustelidae,"Nocturnal,Carnivore,Molluscivore,Piscivores,Natatorial,Territorial,Terrestrial,Monogamy,Solitary,Not a migrant,starts with"
Ladak pika,Ochotona,Ochotona ladacensis,Animalia,Vertebrata,Mammalia,Lagomorpha,Ochotonidae,"Terrestrial,starts with"
São Tomé shrew,Crocidura,Crocidura thomensis,Animalia,Vertebrata,Mammalia,Eulipotyphla,Soricidae,"Terrestrial,starts with"
Yellow ground squirrel,Spermophilus,Spermophilus fulvus,Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,"Diurnal,Folivore,Herbivore,Fossorial,Terrestrial,Hibernating,starts with"
Silvery woolly monkey,Lagothrix,Lagothrix poeppigii,Animalia,Vertebrata,Mammalia,Primates,Atelidae,"Terrestrial,starts with"
Gray dorcopsis,Dorcopsis,Dorcopsis luctuosa,Animalia,Vertebrata,Mammalia,Diprotodontia,Macropodidae,"Crepuscular,Nocturnal,Folivore,Herbivore,Zoochory,Island endemic,Jumping,Terrestrial,Polygynandry,Polygamy,Dominance hierarchy,Social,Not a migrant,starts with"
Lowe's mona monkey,Cercopithecus,Cercopithecus lowei,Animalia,Vertebrata,Mammalia,Primates,Cercopithecidae,"Terrestrial,Not a migrant,starts with"
Rio Acari marmoset,Mico,Mico acariensis,Animalia,Vertebrata,Mammalia,Primates,Callitrichidae,"Terrestrial,starts with"
Ryukyu long-tailed giant rat,Diplothrix,Diplothrix legata,Animalia,Vertebrata,Mammalia,Rodentia,Muridae,"Terrestrial,starts with"
Mountain pademelon,Thylogale,Thylogale lanatus,Animalia,Vertebrata,Mammalia,Diprotodontia,Macropodidae,"Terrestrial,starts with"
Ruwenzori otter shrew,Micropotamogale,Micropotamogale ruwenzorii,Animalia,Vertebrata,Mammalia,Afrosoricida,Tenrecidae,"Nocturnal,Carnivore,Insectivores,Piscivores,Vermivorous,Natatorial,Terrestrial,Social,Not a migrant,starts with"
Yellow-bellied sheath-tailed bat,Saccolaimus,Saccolaimus flaviventris,Animalia,Vertebrata,Mammalia,Chiroptera,Emballonuridae,"Terrestrial,starts with"
Panay cloudrunner,Crateromys,Crateromys heaneyi,Animalia,Vertebrata,Mammalia,Rodentia,Muridae,"Terrestrial,starts with"
Forrest's pika,Ochotona,Ochotona forresti,Animalia,Vertebrata,Mammalia,Lagomorpha,Ochotonidae,"Terrestrial,starts with"
Ruwenzori duiker,Cephalophus,Cephalophus rubidus,Animalia,Vertebrata,Mammalia,Artiodactyla,Bovidae,starts with
Lariang tarsier,Tarsius,Tarsius lariang,Animalia,Vertebrata,Mammalia,Primates,Tarsiidae,"Terrestrial,Monogamy,starts with"
Japanese mountain mole,Euroscaptor,Euroscaptor mizura,Animalia,Vertebrata,Mammalia,Eulipotyphla,Talpidae,"Terrestrial,starts with"
Dusky bushbaby,Galago,Galago matschiei,Animalia,Vertebrata,Mammalia,Primates,Galagidae,"Terrestrial,Not a migrant,starts with"
Nicobar treeshrew,Tupaia,Tupaia nicobarica,Animalia,Vertebrata,Mammalia,Scandentia,Tupaiidae,"Terrestrial,starts with"
Green acouchi,Myoprocta,Myoprocta pratti,Animalia,Vertebrata,Mammalia,Rodentia,Dasyproctidae,"Diurnal,Frugivore,Granivore,Herbivore,Cursorial,Zoochory,Terrestrial,Monogamy,Dominance hierarchy,Social,starts with"
Scaly-tailed possum,Wyulda,Wyulda squamicaudata,Animalia,Vertebrata,Mammalia,Diprotodontia,Phalangeridae,"Nocturnal,Folivore,Herbivore,Scansorial,Terrestrial,Polygynandry,Polygamy,Solitary,Not a migrant,starts with"
Large-eared free-tailed bat,Otomops,Otomops martiensseni,Animalia,Vertebrata,Mammalia,Chiroptera,Molossidae,"Terrestrial,starts with"
Purus red howler,Alouatta,Alouatta puruensis,Animalia,Vertebrata,Mammalia,Primates,Atelidae,"Terrestrial,starts with"
Big free-tailed bat,Nyctinomops,Nyctinomops macrotis,Animalia,Vertebrata,Mammalia,Chiroptera,Molossidae,"Nocturnal,Carnivore,Insectivores,Terrestrial,Colonial,Social,Migrating,starts with"
African yellow bat,Scotophilus,Scotophilus dinganii,Animalia,Vertebrata,Mammalia,Chiroptera,Vespertilionidae,"Terrestrial,starts with"
Lucifer titi,Cheracebus,Cheracebus lucifer,Animalia,Vertebrata,Mammalia,Primates,Pitheciidae,"Terrestrial,starts with"
Spiny pocket mouse,Chaetodipus,Chaetodipus spinatus,Animalia,Vertebrata,Mammalia,Rodentia,Heteromyidae,"Terrestrial,starts with"
Ozark big-eared bat,Chiroptera,Vespertilionidae,Townsend's big-eared bat,Animalia,Chordata,Vertebrata,Mammalia,starts with
Pygmy short-tailed opossum,Monodelphis,Monodelphis kunsi,Animalia,Vertebrata,Mammalia,Didelphimorphia,Didelphidae,"Carnivore,Insectivores,Omnivore,Terrestrial,Solitary,starts with"
Equivalent teeth shrew mole,Uropsilus,Uropsilus aequodonenia,Animalia,Vertebrata,Mammalia,Eulipotyphla,Talpidae,starts with
Golden bat,Mimon,Mimon bennettii,Animalia,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,"Terrestrial,Not a migrant,starts with"
Parnell's mustached bat,Pteronotus,Pteronotus parnellii,Animalia,Vertebrata,Mammalia,Chiroptera,Mormoopidae,"Nocturnal,Terrestrial,Colonial,starts with"
Moupin pika,Ochotona,Ochotona thibetana,Animalia,Vertebrata,Mammalia,Lagomorpha,Ochotonidae,"Terrestrial,starts with"
Large Mindoro forest mouse,Apomys,Apomys gracilirostris,Animalia,Vertebrata,Mammalia,Rodentia,Muridae,"Terrestrial,starts with"
Forest giant squirrel,Protoxerus,Protoxerus stangeri,Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,"Terrestrial,starts with"
Spotted giant flying squirrel,Petaurista,Petaurista elegans,Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,"Nocturnal,Omnivore,Arboreal,Gliding,Terrestrial,Social,starts with"
Bale shrew,Crocidura,Crocidura bottegoides,Animalia,Vertebrata,Mammalia,Eulipotyphla,Soricidae,"Terrestrial,starts with"
Coquerel's giant mouse lemur,Mirza,Mirza coquereli,Animalia,Vertebrata,Mammalia,Primates,Cheirogaleidae,"Terrestrial,starts with"
Atlantic titi,Callicebus,Callicebus personatus,Animalia,Vertebrata,Mammalia,Primates,Pitheciidae,"Diurnal,Frugivore,Herbivore,Arboreal,Terrestrial,Territorial,Monogamy,Social,Not a migrant,starts with"
Hoffmann's pika,Ochotona,Ochotona hoffmanni,Animalia,Vertebrata,Mammalia,Lagomorpha,Ochotonidae,"Terrestrial,starts with"
Felis margarita margarita,Feliformia,Felidae,Sand Cat,Animalia,Chordata,Vertebrata,Carnivora,starts with
Black flying squirrel,Aeromys,Aeromys tephromelas,Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,"Nocturnal,Herbivore,Folivore,Frugivore,Granivore,Arboreal,Zoochory,Gliding,Terrestrial,Not a migrant,starts with"
Indian bush rat,Golunda,Golunda ellioti,Animalia,Vertebrata,Mammalia,Rodentia,Muridae,"Terrestrial,starts with"
White-legged duiker,Cephalophus,Cephalophus crusalbum,Animalia,Vertebrata,Mammalia,Artiodactyla,Bovidae,"Terrestrial,starts with"
Senegal one-striped grass mouse,Lemniscomys,Lemniscomys linulus,Animalia,Vertebrata,Mammalia,Rodentia,Muridae,"Terrestrial,starts with"
Flores warty pig,Sus,Sus heureni,Animalia,Vertebrata,Mammalia,Artiodactyla,Suidae,starts with
Sri Lankan jackal,Caniformia,Canidae,Golden Jackal,Animalia,Chordata,Vertebrata,Carnivora,starts with
Sundevall's jird,Meriones,Meriones crassus,Animalia,Vertebrata,Mammalia,Rodentia,Muridae,"Nocturnal,Folivore,Granivore,Herbivore,Zoochory,Terrestrial,Colonial,starts with"
Tarsius fuscus,Tarsius,Tarsius fuscus,Animalia,Vertebrata,Mammalia,Primates,Tarsiidae,"Terrestrial,starts with"
Giraffa sivalensis,Giraffa,Giraffa sivalensis,Animalia,Vertebrata,Mammalia,Artiodactyla,Giraffidae,starts with
Giraffa priscilla,Giraffa,Giraffa priscilla,Animalia,Vertebrata,Mammalia,Artiodactyla,Giraffidae,starts with
Idaho Ground Squirrel,Urocitellus,Urocitellus brunneus,Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,"Diurnal,Herbivore,Granivore,Terrestrial,Altricial,Burrowing,Fossorial,Polygynandry,Social,Colonial,Hibernating,starts with"
Forrest's mouse,Leggadina,Leggadina forresti,Animalia,Vertebrata,Mammalia,Rodentia,Muridae,"Terrestrial,starts with"
Lord Howe long-eared bat,Nyctophilus,Nyctophilus howensis,Animalia,Vertebrata,Mammalia,Chiroptera,Vespertilionidae,"Terrestrial,starts with"
Woolly giant rat,Kunsia,Kunsia tomentosus,Animalia,Vertebrata,Mammalia,Rodentia,Cricetidae,"Terrestrial,starts with"
Deraniyagala's beaked whale,Mesoplodon,Mesoplodon hotaula,Animalia,Vertebrata,Mammalia,Artiodactyla,Ziphiidae,starts with
Leopardus vorohuensis,Leopardus,Leopardus vorohuensis,Animalia,Vertebrata,Mammalia,Carnivora,Felidae,starts with
Narrow-headed vole,Microtus,Microtus gregalis,Animalia,Vertebrata,Mammalia,Rodentia,Cricetidae,"Terrestrial,Congregatory,Social,starts with"
Red-backed bearded saki,Chiropotes,Chiropotes chiropotes,Animalia,Vertebrata,Mammalia,Primates,Pitheciidae,"Terrestrial,starts with"
Sturdee's pipistrelle,Pipistrellus,Pipistrellus sturdeei,Animalia,Vertebrata,Mammalia,Chiroptera,Vespertilionidae,"Terrestrial,starts with"
Ugandan musk shrew,Crocidura,Crocidura mutesae,Animalia,Vertebrata,Mammalia,Eulipotyphla,Soricidae,"Terrestrial,starts with"
Natuna Island surili,Presbytis,Presbytis natunae,Animalia,Vertebrata,Mammalia,Primates,Cercopithecidae,"Terrestrial,Not a migrant,starts with"
Libyan jird,Meriones,Meriones libycus,Animalia,Vertebrata,Mammalia,Rodentia,Muridae,"Terrestrial,starts with"
Azumi shrew,Sorex,Sorex hosonoi,Animalia,Vertebrata,Mammalia,Eulipotyphla,Soricidae,"Terrestrial,starts with"
Elephas hysudricus,Elephas,Elephas hysudricus,Animalia,Vertebrata,Mammalia,Proboscidea,Elephantidae,starts with
Collins' squirrel monkey,Saimiri,Saimiri collinsi,Animalia,Vertebrata,Mammalia,Primates,Cebidae,"Terrestrial,starts with"
Black pika,Ochotona,Ochotona nigritia,Animalia,Vertebrata,Mammalia,Lagomorpha,Ochotonidae,starts with
Peruvian night monkey,Aotus,Aotus miconax,Animalia,Vertebrata,Mammalia,Primates,Aotidae,"Terrestrial,starts with"
Mentawai langur,Presbytis,Presbytis potenziani,Animalia,Vertebrata,Mammalia,Primates,Cercopithecidae,"Terrestrial,Not a migrant,starts with"
Santa Catarina's guinea pig,Cavia,Cavia intermedia,Animalia,Vertebrata,Mammalia,Rodentia,Caviidae,"Crepuscular,Folivore,Herbivore,Island endemic,Terrestrial,Polygynandry,Polygamy,Social,Not a migrant,starts with"
Natal free-tailed bat,Mormopterus,Mormopterus acetabulosus,Animalia,Vertebrata,Mammalia,Chiroptera,Molossidae,"Terrestrial,starts with"
Desert pocket gopher,Geomys,Geomys arenarius,Animalia,Vertebrata,Mammalia,Rodentia,Geomyidae,"Folivore,Herbivore,Fossorial,Terrestrial,Territorial,Polygyny,Polygamy,Solitary,Not a migrant,starts with"
Philippine tube-nosed fruit bat,Nyctimene,Nyctimene rabori,Animalia,Vertebrata,Mammalia,Chiroptera,Pteropodidae,"Island endemic,Terrestrial,starts with"
Angel Island mouse,Peromyscus,Peromyscus guardia,Animalia,Vertebrata,Mammalia,Rodentia,Cricetidae,"Terrestrial,starts with"
Common planigale,Planigale,Planigale maculata,Animalia,Vertebrata,Mammalia,Dasyuromorphia,Dasyuridae,"Terrestrial,starts with"
Reddish-gray mouse lemur,Microcebus,Microcebus griseorufus,Animalia,Vertebrata,Mammalia,Primates,Cheirogaleidae,"Terrestrial,starts with"
Preuss's red colobus,Piliocolobus,Procolobus preussi,Animalia,Vertebrata,Mammalia,Primates,Cercopithecidae,"Terrestrial,Not a migrant,starts with"
Cyprus spiny mouse,Acomys,Acomys nesiotes,Animalia,Vertebrata,Mammalia,Rodentia,Muridae,"Terrestrial,starts with"
Magellanic tuco-tuco,Ctenomys,Ctenomys magellanicus,Animalia,Vertebrata,Mammalia,Rodentia,Ctenomyidae,"Terrestrial,starts with"
Greater sac-winged bat,Saccopteryx,Saccopteryx bilineata,Animalia,Vertebrata,Mammalia,Chiroptera,Emballonuridae,"Nocturnal,Carnivore,Insectivores,Arboreal,Terrestrial,Territorial,Polygynandry,Polygamy,Polygyny,Colonial,Dominance hierarchy,Social,Not a migrant,starts with"
Gairdner's shrewmouse,Mus,Mus pahari,Animalia,Vertebrata,Mammalia,Rodentia,Muridae,"Terrestrial,starts with"
Gloomy tube-nosed bat,Murina,Murina tenebrosa,Animalia,Vertebrata,Mammalia,Chiroptera,Vespertilionidae,"Terrestrial,starts with"
Hoary bamboo rat,Rhizomys,Rhizomys pruinosus,Animalia,Vertebrata,Mammalia,Rodentia,Spalacidae,"Terrestrial,starts with"
Swamp musk shrew,Crocidura,Crocidura mariquensis,Animalia,Vertebrata,Mammalia,Eulipotyphla,Soricidae,"Terrestrial,starts with"
Brown titi,Plecturocebus,Plecturocebus brunneus,Animalia,Vertebrata,Mammalia,Primates,Pitheciidae,"Terrestrial,starts with"
Andean squirrel,Sciurus,Sciurus pucheranii,Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,"Terrestrial,starts with"
Dent's mona monkey,Cercopithecus,Cercopithecus denti,Animalia,Vertebrata,Mammalia,Primates,Cercopithecidae,"Terrestrial,Not a migrant,starts with"
Santarem marmoset,Mico,Mico humeralifer,Animalia,Vertebrata,Mammalia,Primates,Callitrichidae,"Terrestrial,starts with"
Mountain cuscus,Phalanger,Phalanger carmelitae,Animalia,Vertebrata,Mammalia,Diprotodontia,Phalangeridae,"Terrestrial,starts with"
Cave myotis,Myotis,Myotis velifer,Animalia,Vertebrata,Mammalia,Chiroptera,Vespertilionidae,"Terrestrial,starts with"
Northern three-toed jerboa,Dipus,Dipus sagitta,Animalia,Vertebrata,Mammalia,Rodentia,Dipodidae,"Terrestrial,Congregatory,Social,starts with"
Buller's chipmunk,Neotamias,Neotamias bulleri,Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,"Terrestrial,starts with"
Alpine shrew,Sorex,Sorex alpinus,Animalia,Vertebrata,Mammalia,Eulipotyphla,Soricidae,"Nocturnal,Carnivore,Insectivores,Vermivorous,Scansorial,Terrestrial,Polygynandry,Polygamy,Solitary,Not a migrant,starts with"
Little ground squirrel,Spermophilus,Spermophilus pygmaeus,Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,"Terrestrial,starts with"
Panamint chipmunk,Neotamias,Neotamias panamintinus,Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,"Terrestrial,starts with"
Allen's squirrel,Sciurus,Sciurus alleni,Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,"Terrestrial,starts with"
Dusky rat,Rattus,Rattus colletti,Animalia,Vertebrata,Mammalia,Rodentia,Muridae,"Terrestrial,starts with"
Senkaku mole,Mogera,Mogera uchidai,Animalia,Vertebrata,Mammalia,Eulipotyphla,Talpidae,"Terrestrial,starts with"
Somali bushbaby,Galago,Galago gallarum,Animalia,Vertebrata,Mammalia,Primates,Galagidae,"Terrestrial,Not a migrant,starts with"
Cameroon scaly-tail,Zenkerella,Zenkerella insignis,Animalia,Vertebrata,Mammalia,Rodentia,Anomaluridae,"Nocturnal,Herbivore,Lignivore,Arboreal,Scansorial,Terrestrial,starts with"
Eastern rock elephant shrew,Elephantulus,Elephantulus myurus,Animalia,Vertebrata,Mammalia,Macroscelidea,Macroscelididae,"Crepuscular,Nocturnal,Carnivore,Insectivores,Terrestrial,Territorial,Monogamy,Social,starts with"
Ursine howler,Alouatta,Alouatta arctoidea,Animalia,Vertebrata,Mammalia,Primates,Atelidae,"Terrestrial,starts with"
New Guinea big-eared bat,Pharotis,Pharotis imogene,Animalia,Vertebrata,Mammalia,Chiroptera,Vespertilionidae,"Terrestrial,starts with"
Indochinese hog deer,Axis,Hyelaphus annamiticus,Animalia,Vertebrata,Mammalia,Artiodactyla,Cervidae,"Terrestrial,starts with"
Amargosa vole,Rodentia,Cricetidae,California vole,Animalia,Chordata,Vertebrata,Mammalia,"Terrestrial,starts with"
Pinyon Mouse,Peromyscus,Peromyscus truei,Animalia,Vertebrata,Mammalia,Rodentia,Cricetidae,"Nocturnal,Omnivore,Granivore,Herbivore,Terrestrial,Altricial,Zoochory,Scansorial,Territorial,Polygynandry,Solitary,Not a migrant,Aestivation,starts with"
Bailey's shrew,Crocidura,Crocidura baileyi,Animalia,Vertebrata,Mammalia,Eulipotyphla,Soricidae,"Terrestrial,starts with"
Bunny rat,Reithrodon,Reithrodon auritus,Animalia,Vertebrata,Mammalia,Rodentia,Cricetidae,"Nocturnal,Folivore,Herbivore,Zoochory,Fossorial,Terrestrial,Polygyny,Polygamy,Social,Not a migrant,starts with"
Venezuelan lowland rabbit,Sylvilagus,Sylvilagus varynaensis,Animalia,Vertebrata,Mammalia,Lagomorpha,Leporidae,"Terrestrial,starts with"
Tora hartebeest,Bovidae,Alcelaphinae,Hartebeest,Animalia,Chordata,Vertebrata,Mammalia,"Terrestrial,starts with"
White-thighed surili,Presbytis,Presbytis siamensis,Animalia,Vertebrata,Mammalia,Primates,Cercopithecidae,"Terrestrial,Not a migrant,starts with"
Lesser mouse-tailed bat,Rhinopoma,Rhinopoma hardwickii,Animalia,Vertebrata,Mammalia,Chiroptera,Rhinopomatidae,"Nocturnal,Carnivore,Insectivores,Terrestrial,Colonial,Social,starts with"
Caquetá titi,Plecturocebus,Plecturocebus caquetensis,Animalia,Vertebrata,Mammalia,Primates,Pitheciidae,"Terrestrial,starts with"
Bailey's pocket mouse,Chaetodipus,Chaetodipus baileyi,Animalia,Vertebrata,Mammalia,Rodentia,Heteromyidae,"Nocturnal,Granivore,Herbivore,Zoochory,Terrestrial,Territorial,Solitary,starts with"
Pygmy fruit bat,Aethalops,Aethalops alecto,Animalia,Vertebrata,Mammalia,Chiroptera,Pteropodidae,"Terrestrial,starts with"
Wongai ningaui,Ningaui,Ningaui ridei,Animalia,Vertebrata,Mammalia,Dasyuromorphia,Dasyuridae,"Terrestrial,starts with"
Washington ground squirrel,Urocitellus,Urocitellus washingtoni,Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,"Diurnal,Folivore,Granivore,Herbivore,Zoochory,Fossorial,Terrestrial,Polygyny,Polygamy,Colonial,Aestivation,Hibernating,Not a migrant,starts with"
Sumatran lar gibbon,Simiiformes,Hylobatidae,Lar Gibbon,Animalia,Chordata,Vertebrata,Haplorhini,"Terrestrial,starts with"
Canary big-eared bat,Plecotus,Plecotus teneriffae',Animalia,Vertebrata,Mammalia,Chiroptera,Vespertilionidae,"Terrestrial,starts with"
Candango mouse,Juscelinomys,Juscelinomys candango,Animalia,Vertebrata,Mammalia,Rodentia,Cricetidae,"Terrestrial,starts with"
Black dwarf porcupine,Coendou,Coendou nycthemera,Animalia,Vertebrata,Mammalia,Rodentia,Erethizontidae,"Terrestrial,starts with"
Brown dorcopsis,Dorcopsis,Dorcopsis muelleri,Animalia,Vertebrata,Mammalia,Diprotodontia,Macropodidae,"Terrestrial,starts with"
Gray-handed night monkey,Aotus,Aotus griseimembra,Animalia,Vertebrata,Mammalia,Primates,Aotidae,"Terrestrial,starts with"
Chocolate wattled bat,Chalinolobus,Chalinolobus morio,Animalia,Vertebrata,Mammalia,Chiroptera,Vespertilionidae,"Terrestrial,starts with"
MacMillan's shrew,Crocidura,Crocidura macmillani,Animalia,Vertebrata,Mammalia,Eulipotyphla,Soricidae,"Terrestrial,starts with"
Purple-necked rock-wallaby,Petrogale,Petrogale purpureicollis,Animalia,Vertebrata,Mammalia,Diprotodontia,Macropodidae,"Terrestrial,Not a migrant,starts with"
Madagascar sucker-footed bat,Myzopoda,Myzopoda aurita,Animalia,Vertebrata,Mammalia,Chiroptera,Myzopodidae,"Crepuscular,Nocturnal,Carnivore,Insectivores,Island endemic,Terrestrial,starts with"
Green ringtail possum,Pseudochirops,Pseudochirops archeri,Animalia,Vertebrata,Mammalia,Diprotodontia,Pseudocheiridae,"Nocturnal,Folivore,Herbivore,Terrestrial,Solitary,Not a migrant,starts with"
Oligoryzomys longicaudatus,Oligoryzomys,Oligoryzomys longicaudatus,Animalia,Vertebrata,Mammalia,Rodentia,Cricetidae,"Terrestrial,starts with"
Siskiyou chipmunk,Neotamias,Neotamias siskiyou,Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,"Terrestrial,starts with"
Stump-tailed porcupine,Coendou,Coendou rufescens,Animalia,Vertebrata,Mammalia,Rodentia,Erethizontidae,"Terrestrial,starts with"
Small five-toed jerboa,Allactaga,Allactaga elater,Animalia,Vertebrata,Mammalia,Rodentia,Dipodidae,"Terrestrial,Congregatory,Social,starts with"
Canis ferox,Canis,Canis ferox,Animalia,Vertebrata,Mammalia,Carnivora,Canidae,starts with
Yucatan squirrel,Sciurus,Sciurus yucatanensis,Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,"Terrestrial,starts with"
Kilimanjaro shrew,Crocidura,Crocidura monax,Animalia,Vertebrata,Mammalia,Eulipotyphla,Soricidae,"Terrestrial,starts with"
Creeping vole,Microtus,Microtus oregoni,Animalia,Vertebrata,Mammalia,Rodentia,Cricetidae,"Terrestrial,starts with"
Agile gracile opossum,Gracilinanus,Gracilinanus agilis,Animalia,Vertebrata,Mammalia,Didelphimorphia,Didelphidae,"Nocturnal,Carnivore,Insectivores,Arboreal,Zoochory,Terrestrial,Polygyny,Polygamy,Solitary,starts with"
Aquatic rat,Anotomys,Anotomys leander,Animalia,Vertebrata,Mammalia,Rodentia,Cricetidae,"Terrestrial,starts with"
Alpine long-eared bat,Plecotus,Plecotus macrobullaris,Animalia,Vertebrata,Mammalia,Chiroptera,Vespertilionidae,"Terrestrial,starts with"
Bioko Allen's bushbaby,Sciurocheirus,Sciurocheirus alleni,Animalia,Vertebrata,Mammalia,Primates,Galagidae,"Nocturnal,Frugivore,Herbivore,Arboreal,Terrestrial,Territorial,Polygyny,Polygamy,Dominance hierarchy,Social,Not a migrant,starts with"
Waigeou cuscus,Spilocuscus,Spilocuscus papuensis,Animalia,Vertebrata,Mammalia,Diprotodontia,Phalangeridae,"Terrestrial,starts with"
Western heather vole,Phenacomys,Phenacomys intermedius,Animalia,Vertebrata,Mammalia,Rodentia,Cricetidae,"Terrestrial,starts with"
Little free-tailed bat,Chaerephon,Chaerephon pumilus,Animalia,Vertebrata,Mammalia,Chiroptera,Molossidae,"Nocturnal,Carnivore,Insectivores,Terrestrial,Polygyny,Polygamy,Social,Not a migrant,starts with"
Udzungwa red colobus,Piliocolobus,Procolobus gordonorum,Animalia,Vertebrata,Mammalia,Primates,Cercopithecidae,"Terrestrial,Not a migrant,starts with"
