Name,Genus,Species,Kingdom,Subphylum,Class,Order,Family,Attributes
Little collared fruit bat,Myonycteris,Myonycteris torquata,Animalia,Vertebrata,Mammalia,Chiroptera,Pteropodidae,"Nocturnal,Frugivore,Herbivore,Arboreal,Torpor,Terrestrial,Polygynandry,Polygamy,Polygyny,Solitary,Migrating,starts with"
Montane shrew,Sorex,Sorex monticolus,Animalia,Vertebrata,Mammalia,Eulipotyphla,Soricidae,"Terrestrial,starts with"
Vulpes riffautae,Vulpes,Vulpes riffautae,Animalia,Vertebrata,Mammalia,Carnivora,Canidae,starts with
Perdido Key beach mouse,Cricetidae,Reithrodontomyini,Oldfield mouse,Animalia,Chordata,Vertebrata,Mammalia,starts with
Nicobar shrew,Crocidura,Crocidura nicobarica,Animalia,Vertebrata,Mammalia,Eulipotyphla,Soricidae,"Terrestrial,starts with"
Guayaquil squirrel,Sciurus,Sciurus stramineus,Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,"Diurnal,Herbivore,Granivore,Arboreal,Scansorial,Terrestrial,Polygynandry,Polygamy,Not a migrant,starts with"
Black-headed marmoset,Mico,Mico nigriceps,Animalia,Vertebrata,Mammalia,Primates,Callitrichidae,"Terrestrial,starts with"
Canarian shrew,Crocidura,Crocidura canariensis,Animalia,Vertebrata,Mammalia,Eulipotyphla,Soricidae,"Terrestrial,starts with"
Antillean ghost-faced bat,Mormoops,Mormoops blainvillei,Animalia,Vertebrata,Mammalia,Chiroptera,Mormoopidae,"Terrestrial,starts with"
Black-headed night monkey,Aotus,Aotus nigriceps,Animalia,Vertebrata,Mammalia,Primates,Aotidae,"Nocturnal,Frugivore,Herbivore,Arboreal,Zoochory,Terrestrial,Territorial,Monogamy,Social,Not a migrant,starts with"
Kolar leaf-nosed bat,Hipposideros,Hipposideros hypophyllus,Animalia,Vertebrata,Mammalia,Chiroptera,Hipposideridae,"Terrestrial,starts with"
Goff's pocket gopher,Rodentia,Geomyidae,Southeastern pocket gopher,Animalia,Chordata,Vertebrata,Mammalia,starts with
Ethiopian striped mouse,Muriculus,Muriculus imberbis,Animalia,Vertebrata,Mammalia,Rodentia,Muridae,"Terrestrial,starts with"
Vulpes skinneri,Vulpes,Vulpes skinneri,Animalia,Vertebrata,Mammalia,Carnivora,Canidae,starts with
Mole-like rice tenrec,Oryzorictes,Oryzorictes hova,Animalia,Vertebrata,Mammalia,Afrosoricida,Tenrecidae,"Nocturnal,Carnivore,Insectivores,Fossorial,Island endemic,Terrestrial,starts with"
Montane monkey-faced bat,Pteralopex,Pteralopex pulchra,Animalia,Vertebrata,Mammalia,Chiroptera,Pteropodidae,"Terrestrial,starts with"
Black-bearded tomb bat,Taphozous,Taphozous melanopogon,Animalia,Vertebrata,Mammalia,Chiroptera,Emballonuridae,"Nocturnal,Carnivore,Insectivores,Zoochory,Pollinator,Terrestrial,Territorial,Colonial,Dominance hierarchy,Social,Not a migrant,starts with"
Southern lesser bamboo lemur,Hapalemur,Hapalemur meridionalis,Animalia,Vertebrata,Mammalia,Primates,Lemuridae,"Terrestrial,starts with"
Particolored flying squirrel,Hylopetes,Hylopetes alboniger,Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,"Terrestrial,starts with"
Golden-backed uakari,Cacajao,Cacajao melanocephalus,Animalia,Vertebrata,Mammalia,Primates,Pitheciidae,"Diurnal,Frugivore,Granivore,Herbivore,Arboreal,Terrestrial,Social,Not a migrant,starts with"
Mitchell's hopping mouse,Notomys,Notomys mitchellii,Animalia,Vertebrata,Mammalia,Rodentia,Muridae,"Terrestrial,starts with"
Nillu rat,Rattus,Rattus montanus,Animalia,Vertebrata,Mammalia,Rodentia,Muridae,"Terrestrial,starts with"
Sumatran porcupine,Hystrix,Hystrix sumatrae,Animalia,Vertebrata,Mammalia,Rodentia,Hystricidae,"Nocturnal,Frugivore,Granivore,Herbivore,Lignivore,Zoochory,Island endemic,Terrestrial,Social,Not a migrant,starts with"
Unadorned rock-wallaby,Petrogale,Petrogale inornata,Animalia,Vertebrata,Mammalia,Diprotodontia,Macropodidae,"Terrestrial,starts with"
Chinese giant flying squirrel,Petaurista,Petaurista xanthotis,Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,"Terrestrial,starts with"
Wallace's tarsier,Tarsius,Tarsius wallacei,Animalia,Vertebrata,Mammalia,Primates,Tarsiidae,"Terrestrial,starts with"
Silvery greater galago,Otolemur,Otolemur monteiri,Animalia,Vertebrata,Mammalia,Primates,Galagidae,starts with
Peleng tarsier,Tarsius,Tarsius pelengensis,Animalia,Vertebrata,Mammalia,Primates,Tarsiidae,"Terrestrial,starts with"
Furry-eared dwarf lemur,Cheirogaleus,Cheirogaleus crossleyi,Animalia,Vertebrata,Mammalia,Primates,Cheirogaleidae,"Terrestrial,starts with"
Philippine forest rat,Rattus,Rattus everetti,Animalia,Vertebrata,Mammalia,Rodentia,Muridae,"Terrestrial,starts with"
Lagostomus crassus,Lagostomus,Lagostomus crassus,Animalia,Vertebrata,Mammalia,Rodentia,Chinchillidae,"Terrestrial,starts with"
Elephas beyeri,Elephas,Elephas beyeri,Animalia,Vertebrata,Mammalia,Proboscidea,Elephantidae,starts with
Bushveld elephant shrew,Elephantulus,Elephantulus intufi,Animalia,Vertebrata,Mammalia,Macroscelidea,Macroscelididae,"Crepuscular,Carnivore,Insectivores,Cursorial,Terrestrial,Territorial,Monogamy,Not a migrant,starts with"
Kashmir flying squirrel,Eoglaucomys,Eoglaucomys fimbriatus,Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,"Terrestrial,starts with"
Collared titi,Cheracebus,Cheracebus torquatus,Animalia,Vertebrata,Mammalia,Primates,Pitheciidae,"Crepuscular,Diurnal,Frugivore,Granivore,Herbivore,Arboreal,Zoochory,Scansorial,Terrestrial,Territorial,Monogamy,Social,Not a migrant,starts with"
Fresno kangaroo rat,Dipodomys,Dipodomys nitratoides,Animalia,Vertebrata,Mammalia,Rodentia,Heteromyidae,"Terrestrial,starts with"
Emilia's marmoset,Mico,Mico emiliae,Animalia,Vertebrata,Mammalia,Primates,Callitrichidae,"Terrestrial,starts with"
Oryzomys nelsoni,Oryzomys,Oryzomys nelson,Animalia,Vertebrata,Mammalia,Rodentia,Cricetidae,"Terrestrial,starts with"
Neblina uakari,Cacajao,Cacajao hosomi,Animalia,Vertebrata,Mammalia,Primates,Pitheciidae,"Terrestrial,starts with"
Durango chipmunk,Neotamias,Neotamias durangae,Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,"Terrestrial,starts with"
Milton's titi,Plecturocebus,Plecturocebus miltoni,Animalia,Vertebrata,Mammalia,Primates,Pitheciidae,"Terrestrial,starts with"
Townsend's pocket gopher,Thomomys,Thomomys townsendii,Animalia,Vertebrata,Mammalia,Rodentia,Geomyidae,"Terrestrial,starts with"
Beach vole,Microtus,Microtus breweri,Animalia,Vertebrata,Mammalia,Rodentia,Cricetidae,"Crepuscular,Diurnal,Nocturnal,Folivore,Herbivore,Lignivore,Fossorial,Island endemic,Terrestrial,Territorial,Polygynandry,Polygamy,Social,Not a migrant,starts with"
Giant bushy-tailed cloud rat,Crateromys,Crateromys schadenbergi,Animalia,Vertebrata,Mammalia,Rodentia,Muridae,"Nocturnal,Frugivore,Herbivore,Lignivore,Arboreal,Island endemic,Terrestrial,starts with"
Southeastern four-eyed opossum,Philander,Philander frenatus,Animalia,Vertebrata,Mammalia,Didelphimorphia,Didelphidae,"Nocturnal,Omnivore,Scansorial,Terrestrial,Solitary,starts with"
Hildegarde's broad-headed mouse,Zelotomys,Zelotomys hildegardeae,Animalia,Vertebrata,Mammalia,Rodentia,Muridae,"Terrestrial,starts with"
Least pygmy squirrel,Exilisciurus,Exilisciurus exilis,Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,"Terrestrial,starts with"
Julia Creek Dunnart,Sminthopsis,Sminthopsis douglasi,Animalia,Vertebrata,Mammalia,Dasyuromorphia,Dasyuridae,"Nocturnal,Insectivores,Terrestrial,Solitary,starts with"
Layard's palm squirrel,Funambulus,Funambulus layardi,Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,"Terrestrial,starts with"
Greater mole-rat,Spalax,Spalax microphthalmus,Animalia,Vertebrata,Mammalia,Rodentia,Spalacidae,"Terrestrial,starts with"
Northern Amazon red squirrel,Sciurus,Sciurus igniventris,Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,"Terrestrial,starts with"
Tropical antechinus,Antechinus,Antechinus adustus,Animalia,Vertebrata,Mammalia,Dasyuromorphia,Dasyuridae,"Terrestrial,starts with"
Hewitt's red rock hare,Pronolagus,Pronolagus saundersiae,Animalia,Vertebrata,Mammalia,Lagomorpha,Leporidae,"Terrestrial,starts with"
Silky cuscus,Phalanger,Phalanger sericeus,Animalia,Vertebrata,Mammalia,Diprotodontia,Phalangeridae,"Terrestrial,starts with"
Western lesser bamboo lemur,Hapalemur,Hapalemur occidentalis,Animalia,Vertebrata,Mammalia,Primates,Lemuridae,"Terrestrial,starts with"
Patrizi's trident leaf-nosed bat,Asellia,Asellia patrizii,Animalia,Vertebrata,Mammalia,Chiroptera,Hipposideridae,"Terrestrial,starts with"
Giraffa stillei,Giraffa,Giraffa stillei,Animalia,Vertebrata,Mammalia,Artiodactyla,Giraffidae,starts with
Black-rumped agouti,Dasyprocta,Dasyprocta prymnolopha,Animalia,Vertebrata,Mammalia,Rodentia,Dasyproctidae,"Terrestrial,starts with"
Peters's dwarf epauletted fruit bat,Micropteropus,Micropteropus pusillus,Animalia,Vertebrata,Mammalia,Chiroptera,Pteropodidae,"Nocturnal,Frugivore,Herbivore,Nectarivore,Arboreal,Torpor,Pollinator,Terrestrial,Solitary,starts with"
Agile kangaroo rat,Dipodomys,Dipodomys agilis,Animalia,Vertebrata,Mammalia,Rodentia,Heteromyidae,"Terrestrial,starts with"
Hottentot golden mole,Amblysomus,Amblysomus hottentotus,Animalia,Vertebrata,Mammalia,Afrosoricida,Chrysochloridae,"Nocturnal,Carnivore,Insectivores,Vermivorous,Torpor,Fossorial,Terrestrial,Territorial,Solitary,Not a migrant,starts with"
Southern yellow bat,Lasiurus,Lasiurus ega,Animalia,Vertebrata,Mammalia,Chiroptera,Vespertilionidae,"Terrestrial,starts with"
Fiery squirrel,Sciurus,Sciurus flammifer,Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,"Terrestrial,starts with"
Sciurus ingrami,Sciurus,Sciurus ingrami,Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,starts with
Five-toed pygmy jerboa,Cardiocranius,Cardiocranius paradoxus,Animalia,Vertebrata,Mammalia,Rodentia,Dipodidae,"Nocturnal,Folivore,Granivore,Herbivore,Jumping,Terrestrial,Solitary,Hibernating,starts with"
Gerp's mouse lemur,Microcebus,Microcebus gerpi,Animalia,Vertebrata,Mammalia,Primates,Cheirogaleidae,"Terrestrial,starts with"
Plains pocket mouse,Perognathus,Perognathus flavescens,Animalia,Vertebrata,Mammalia,Rodentia,Heteromyidae,"Nocturnal,Granivore,Herbivore,Torpor,Zoochory,Fossorial,Terrestrial,Solitary,Hibernating,Not a migrant,starts with"
Barbara Brown's titi,Callicebus,Callicebus barbarabrownae,Animalia,Vertebrata,Mammalia,Primates,Pitheciidae,"Terrestrial,starts with"
Bahia porcupine,Coendou,Coendou insidiosus,Animalia,Vertebrata,Mammalia,Rodentia,Erethizontidae,"Terrestrial,starts with"
Asian particolored bat,Vespertilio,Vespertilio sinensis,Animalia,Vertebrata,Mammalia,Chiroptera,Vespertilionidae,"Terrestrial,starts with"
Glass's shrew,Crocidura,Crocidura glassi,Animalia,Vertebrata,Mammalia,Eulipotyphla,Soricidae,"Terrestrial,starts with"
Ornate spider monkey,Atelidae,Atelinae,Geoffroy's Spider Monkey,Animalia,Chordata,Vertebrata,Haplorhini,"Terrestrial,starts with"
Southern pocket gopher,Thomomys,Thomomys umbrinus,Animalia,Vertebrata,Mammalia,Rodentia,Geomyidae,"Terrestrial,starts with"
Streaked dwarf porcupine,Coendou,Coendou ichillus,Animalia,Vertebrata,Mammalia,Rodentia,Erethizontidae,"Terrestrial,starts with"
Dusky caenolestid,Caenolestes,Caenolestes fuliginosus,Animalia,Vertebrata,Mammalia,Paucituberculata,Caenolestidae,"Crepuscular,Nocturnal,Omnivore,Terrestrial,starts with"
Cheesman's gerbil,Gerbillus,Gerbillus cheesmani,Animalia,Vertebrata,Mammalia,Rodentia,Muridae,"Nocturnal,Granivore,Herbivore,Zoochory,Fossorial,Jumping,Scansorial,Terrestrial,Colonial,Not a migrant,starts with"
Ural field mouse,Apodemus,Apodemus uralensis,Animalia,Vertebrata,Mammalia,Rodentia,Muridae,"Terrestrial,starts with"
Coastal topi,Damaliscus,Damaliscus lunatus topi,Animalia,Vertebrata,Mammalia,Artiodactyla,Bovidae,"Terrestrial,starts with"
Lucina's shrew,Crocidura,Crocidura lucina,Animalia,Vertebrata,Mammalia,Eulipotyphla,Soricidae,"Terrestrial,starts with"
Western purple-faced langur,Cercopithecidae,Colobinae,Purple-Faced Langur,Animalia,Chordata,Vertebrata,Haplorhini,"Terrestrial,Not a migrant,starts with"
Central Asian boar,Artiodactyla,Suidae,Wild Boar,Animalia,Chordata,Vertebrata,Mammalia,starts with
Himalayan mole,Euroscaptor,Euroscaptor micrura,Animalia,Vertebrata,Mammalia,Eulipotyphla,Talpidae,"Terrestrial,starts with"
Northern brown howler,Simiiformes,Atelidae,Brown Howler,Animalia,Chordata,Vertebrata,Haplorhini,"Terrestrial,starts with"
Buffy flower bat,Erophylla,Erophylla sezekorni,Animalia,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,"Nocturnal,Frugivore,Herbivore,Nectarivore,Island endemic,Pollinator,Terrestrial,Polygyny,Polygamy,Colonial,Social,Not a migrant,starts with"
White-footed dunnart,Sminthopsis,Sminthopsis leucopus,Animalia,Vertebrata,Mammalia,Dasyuromorphia,Dasyuridae,"Terrestrial,Not a migrant,starts with"
Black-tailed hairy dwarf porcupine,Coendou,Coendou melanurus,Animalia,Vertebrata,Mammalia,Rodentia,Erethizontidae,"Terrestrial,starts with"
Bioko drill,Simiiformes,Cercopithecidae,Drill,Animalia,Chordata,Vertebrata,Haplorhini,"Terrestrial,Not a migrant,starts with"
Gebe cuscus,Phalanger,Phalanger alexandrae,Animalia,Vertebrata,Mammalia,Diprotodontia,Phalangeridae,"Terrestrial,starts with"
White-striped free-tailed bat,Austronomus,Austronomus australis,Animalia,Vertebrata,Mammalia,Chiroptera,Molossidae,"Nocturnal,Carnivore,Insectivores,Arboreal,Torpor,Terrestrial,Congregatory,Social,Colonial,Migrating,starts with"
Gaoligong pika,Ochotona,Ochotona gaoligongensis,Animalia,Vertebrata,Mammalia,Lagomorpha,Ochotonidae,starts with
Spanish mole,Talpa,Talpa occidentalis,Animalia,Vertebrata,Mammalia,Eulipotyphla,Talpidae,"Terrestrial,starts with"
Sibree's dwarf lemur,Cheirogaleus,Cheirogaleus sibreei,Animalia,Vertebrata,Mammalia,Primates,Cheirogaleidae,"Terrestrial,starts with"
Greater mouse-tailed bat,Rhinopoma,Rhinopoma microphyllum,Animalia,Vertebrata,Mammalia,Chiroptera,Rhinopomatidae,"Terrestrial,Migrating,starts with"
Uromys vika,Uromys,Uromys vika,Animalia,Vertebrata,Mammalia,Rodentia,Muridae,"Terrestrial,starts with"
Singing vole,Microtus,Microtus miurus,Animalia,Vertebrata,Mammalia,Rodentia,Cricetidae,"Terrestrial,starts with"
Black-bellied fruit bat,Melonycteris,Melonycteris melanops,Animalia,Vertebrata,Mammalia,Chiroptera,Pteropodidae,"Terrestrial,starts with"
Nycticebus bancanus,Nycticebus,Nycticebus bancanus,Animalia,Vertebrata,Mammalia,Primates,Lorisidae,"Terrestrial,starts with"
Trowbridge's shrew,Sorex,Sorex trowbridgii,Animalia,Vertebrata,Mammalia,Eulipotyphla,Soricidae,"Terrestrial,starts with"
Bush vlei rat,Otomys,Myotomys unisulcatus,Animalia,Vertebrata,Mammalia,Rodentia,Muridae,"Terrestrial,starts with"
Cretan shrew,Crocidura,Crocidura zimmermanni,Animalia,Vertebrata,Mammalia,Eulipotyphla,Soricidae,"Terrestrial,starts with"
Broad-toothed mouse,Mastacomys,Mastacomys fuscus,Animalia,Vertebrata,Mammalia,Rodentia,Muridae,"Terrestrial,Not a migrant,starts with"
Hairy-footed flying squirrel,Belomys,Belomys pearsonii,Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,"Terrestrial,starts with"
Typical striped grass mouse,Lemniscomys,Lemniscomys striatus,Animalia,Vertebrata,Mammalia,Rodentia,Muridae,"Terrestrial,starts with"
Bunn's short-tailed bandicoot rat,Nesokia,Nesokia bunnii,Animalia,Vertebrata,Mammalia,Rodentia,Muridae,"Terrestrial,starts with"
Long-fingered triok,Dactylonax,Dactylopsila palpator,Animalia,Vertebrata,Mammalia,Diprotodontia,Petauridae,"Terrestrial,starts with"
Texas kangaroo rat,Dipodomys,Dipodomys elator,Animalia,Vertebrata,Mammalia,Rodentia,Heteromyidae,"Terrestrial,starts with"
Malayan field rat,Rattus,Rattus tiomanicus,Animalia,Vertebrata,Mammalia,Rodentia,Muridae,"Terrestrial,starts with"
Admiralty Island cuscus,Spilocuscus,Spilocuscus kraemeri,Animalia,Vertebrata,Mammalia,Diprotodontia,Phalangeridae,"Terrestrial,starts with"
Superagüi lion tamarin,Leontopithecus,Leontopithecus caissara,Animalia,Vertebrata,Mammalia,Primates,Callitrichidae,"Diurnal,Frugivore,Herbivore,Arboreal,Zoochory,Island endemic,Territorial,Terrestrial,Monogamy,Social,Not a migrant,starts with"
Amazon dwarf squirrel,Microsciurus,Microsciurus flaviventer,Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,"Carnivore,Insectivores,Terrestrial,Solitary,starts with"
Hildegarde's shrew,Crocidura,Crocidura hildegardeae,Animalia,Vertebrata,Mammalia,Eulipotyphla,Soricidae,"Terrestrial,starts with"
Horsfield's treeshrew,Tupaia,Tupaia javanica,Animalia,Vertebrata,Mammalia,Scandentia,Tupaiidae,"Terrestrial,starts with"
Korean field mouse,Apodemus,Apodemus peninsulae,Animalia,Vertebrata,Mammalia,Rodentia,Muridae,"Terrestrial,starts with"
Orinoco agouti,Dasyprocta,Dasyprocta guamara,Animalia,Vertebrata,Mammalia,Rodentia,Dasyproctidae,"Terrestrial,starts with"
Amazonian red-sided opossum,Monodelphis,Monodelphis glirina,Animalia,Vertebrata,Mammalia,Didelphimorphia,Didelphidae,"Omnivore,Cursorial,Terrestrial,Solitary,starts with"
Long-eared flying mouse,Idiurus,Idiurus macrotis,Animalia,Vertebrata,Mammalia,Rodentia,Anomaluridae,"Nocturnal,Frugivore,Herbivore,Lignivore,Arboreal,Torpor,Zoochory,Gliding,Scansorial,Terrestrial,Colonial,Social,starts with"
Long-tailed fruit bat,Notopteris,Notopteris macdonaldi,Animalia,Vertebrata,Mammalia,Chiroptera,Pteropodidae,"Terrestrial,starts with"
Blue-eyed cuscus,Phalanger,Phalanger matabiru,Animalia,Vertebrata,Mammalia,Diprotodontia,Phalangeridae,"Terrestrial,starts with"
Dsinezumi shrew,Crocidura,Crocidura dsinezumi,Animalia,Vertebrata,Mammalia,Eulipotyphla,Soricidae,"Terrestrial,starts with"
Fossorial giant rat,Gyldenstolpia,Gyldenstolpia fronto,Animalia,Vertebrata,Mammalia,Rodentia,Cricetidae,"Terrestrial,starts with"
Frosted hairy dwarf porcupine,Coendou,Coendou pruinosus,Animalia,Vertebrata,Mammalia,Rodentia,Erethizontidae,"Terrestrial,starts with"
Andaman spiny shrew,Crocidura,Crocidura hispida,Animalia,Vertebrata,Mammalia,Eulipotyphla,Soricidae,"Terrestrial,starts with"
Brazilian arboreal mouse,Rhagomys,Rhagomys rufescens,Animalia,Vertebrata,Mammalia,Rodentia,Cricetidae,"Terrestrial,starts with"
Hispid pocket mouse,Chaetodipus,Chaetodipus hispidus,Animalia,Vertebrata,Mammalia,Rodentia,Heteromyidae,"Terrestrial,starts with"
Ethiopian white-footed mouse,Stenocephalemys,Stenocephalemys albipes,Animalia,Vertebrata,Mammalia,Rodentia,Muridae,"Terrestrial,starts with"
Silky pocket mouse,Perognathus,Perognathus flavus,Animalia,Vertebrata,Mammalia,Rodentia,Heteromyidae,"Terrestrial,starts with"
Judean Mountains blind mole-rat,Spalax,Spalax judaei,Animalia,Vertebrata,Mammalia,Rodentia,Spalacidae,starts with
Painted tree-rat,Callistomys,Callistomys pictus,Animalia,Vertebrata,Mammalia,Rodentia,Echimyidae,"Terrestrial,starts with"
Funambulus obscurus,Funambulus,Funambulus obscurus,Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,"Terrestrial,starts with"
Little golden-mantled flying fox,Pteropus,Pteropus pumilus,Animalia,Vertebrata,Mammalia,Chiroptera,Pteropodidae,"Frugivore,Herbivore,Arboreal,Zoochory,Island endemic,Pollinator,Terrestrial,Polygyny,Polygamy,Solitary,starts with"
Small dorcopsis,Dorcopsulus,Dorcopsulus vanheurni,Animalia,Vertebrata,Mammalia,Diprotodontia,Macropodidae,"Terrestrial,starts with"
Cape York rock-wallaby,Petrogale,Petrogale coenensis,Animalia,Vertebrata,Mammalia,Diprotodontia,Macropodidae,"Terrestrial,Not a migrant,starts with"
Akishima whale,Eschrichtius,Eschrichtius akishimaensis,Animalia,Vertebrata,Mammalia,Artiodactyla,Eschrichtiidae,starts with
Irrawaddy squirrel,Callosciurus,Callosciurus pygerythrus,Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,"Terrestrial,starts with"
Indochinese black langur,Trachypithecus,Trachypithecus ebenus,Animalia,Vertebrata,Mammalia,Primates,Cercopithecidae,"Terrestrial,starts with"
Mottle-faced tamarin,Saguinus,Saguinus inustus,Animalia,Vertebrata,Mammalia,Primates,Callitrichidae,"Terrestrial,starts with"
Gansu pika,Ochotona,Ochotona cansus,Animalia,Vertebrata,Mammalia,Lagomorpha,Ochotonidae,"Diurnal,Folivore,Herbivore,Terrestrial,Territorial,Monogamy,Polygynandry,Polygamy,Polygyny,Solitary,Not a migrant,starts with"
Shortridge's langur,Trachypithecus,Trachypithecus shortridgei,Animalia,Vertebrata,Mammalia,Primates,Cercopithecidae,"Terrestrial,starts with"
Emma's giant rat,Uromys,Uromys emmae,Animalia,Vertebrata,Mammalia,Rodentia,Muridae,"Terrestrial,starts with"
Bolivian squirrel,Sciurus,Sciurus ignitus,Animalia,Vertebrata,Mammalia,Rodentia,Sciuridae,"Terrestrial,starts with"
Azaras's capuchin,Sapajus,Sapajus cay,Animalia,Vertebrata,Mammalia,Primates,Cebidae,"Terrestrial,starts with"
Godman's rock-wallaby,Petrogale,Petrogale godmani,Animalia,Vertebrata,Mammalia,Diprotodontia,Macropodidae,"Terrestrial,Not a migrant,starts with"
Matthey's mouse,Mus,Mus mattheyi,Animalia,Vertebrata,Mammalia,Rodentia,Muridae,"Terrestrial,starts with"
Endo's pipistrelle,Pipistrellus,Pipistrellus endoi,Animalia,Vertebrata,Mammalia,Chiroptera,Vespertilionidae,"Terrestrial,starts with"
Tipton kangaroo rat,Rodentia,Heteromyidae,Fresno kangaroo rat,Animalia,Chordata,Vertebrata,Mammalia,starts with
